Timestep,Region,acei
2653,USA,0.1
USA,2654,0.1
2654,USA,0.1
USA,2655,0.1
2655,USA,0.1
USA,2656,0.1
2656,USA,0.1
USA,2657,0.1
2657,USA,0.1
USA,2658,0.1
2658,USA,0.1
USA,2659,0.1
2659,USA,0.1
USA,2660,0.1
2660,USA,0.1
USA,2661,0.1
2661,USA,0.1
USA,2662,0.1
2662,USA,0.1
USA,2663,0.1
2663,USA,0.1
USA,2664,0.1
2664,USA,0.1
USA,2665,0.1
2665,USA,0.1
USA,2666,0.1
2666,USA,0.1
USA,2667,0.1
2667,USA,0.1
USA,2668,0.1
2668,USA,0.1
USA,2669,0.1
2669,USA,0.1
USA,2670,0.1
2670,USA,0.1
USA,2671,0.1
2671,USA,0.1
USA,2672,0.1
2672,USA,0.1
USA,2673,0.1
2673,USA,0.1
USA,2674,0.1
2674,USA,0.1
USA,2675,0.1
2675,USA,0.1
USA,2676,0.1
2676,USA,0.1
USA,2677,0.1
2677,USA,0.1
USA,2678,0.1
2678,USA,0.1
USA,2679,0.1
2679,USA,0.1
USA,2680,0.1
2680,USA,0.1
USA,2681,0.1
2681,USA,0.1
USA,2682,0.1
2682,USA,0.1
USA,2683,0.1
2683,USA,0.1
USA,2684,0.1
2684,USA,0.1
USA,2685,0.1
2685,USA,0.1
USA,2686,0.1
2686,USA,0.1
USA,2687,0.1
2687,USA,0.1
USA,2688,0.1
2688,USA,0.1
USA,2689,0.1
2689,USA,0.1
USA,2690,0.1
2690,USA,0.1
USA,2691,0.1
2691,USA,0.1
USA,2692,0.1
2692,USA,0.1
USA,2693,0.1
2693,USA,0.1
USA,2694,0.1
2694,USA,0.1
USA,2695,0.1
2695,USA,0.1
USA,2696,0.1
2696,USA,0.1
USA,2697,0.1
2697,USA,0.1
USA,2698,0.1
2698,USA,0.1
USA,2699,0.1
2699,USA,0.1
USA,2700,0.1
2700,USA,0.1
USA,2701,0.1
2701,USA,0.1
USA,2702,0.1
2702,USA,0.1
USA,2703,0.1
2703,USA,0.1
USA,2704,0.1
2704,USA,0.1
USA,2705,0.1
2705,USA,0.1
USA,2706,0.1
2706,USA,0.1
USA,2707,0.1
2707,USA,0.1
USA,2708,0.1
2708,USA,0.1
USA,2709,0.1
2709,USA,0.1
USA,2710,0.1
2710,USA,0.1
USA,2711,0.1
2711,USA,0.1
USA,2712,0.1
2712,USA,0.1
USA,2713,0.1
2713,USA,0.1
USA,2714,0.1
2714,USA,0.1
USA,2715,0.1
2715,USA,0.1
USA,2716,0.1
2716,USA,0.1
USA,2717,0.1
2717,USA,0.1
USA,2718,0.1
2718,USA,0.1
USA,2719,0.1
2719,USA,0.1
USA,2720,0.1
2720,USA,0.1
USA,2721,0.1
2721,USA,0.1
USA,2722,0.1
2722,USA,0.1
USA,2723,0.1
2723,USA,0.1
USA,2724,0.1
2724,USA,0.1
USA,2725,0.1
2725,USA,0.1
USA,2726,0.1
2726,USA,0.1
USA,2727,0.1
2727,USA,0.1
USA,2728,0.1
2728,USA,0.1
USA,2729,0.1
2729,USA,0.1
USA,2730,0.1
2730,USA,0.1
USA,2731,0.1
2731,USA,0.1
USA,2732,0.1
2732,USA,0.1
USA,2733,0.1
2733,USA,0.1
USA,2734,0.1
2734,USA,0.1
USA,2735,0.1
2735,USA,0.1
USA,2736,0.1
2736,USA,0.1
USA,2737,0.1
2737,USA,0.1
USA,2738,0.1
2738,USA,0.1
USA,2739,0.1
2739,USA,0.1
USA,2740,0.1
2740,USA,0.1
USA,2741,0.1
2741,USA,0.1
USA,2742,0.1
2742,USA,0.1
USA,2743,0.1
2743,USA,0.1
USA,2744,0.1
2744,USA,0.1
USA,2745,0.1
2745,USA,0.1
USA,2746,0.1
2746,USA,0.1
USA,2747,0.1
2747,USA,0.1
USA,2748,0.1
2748,USA,0.1
USA,2749,0.1
2749,USA,0.1
USA,2750,0.1
2750,USA,0.1
USA,2751,0.1
2751,USA,0.1
USA,2752,0.1
2752,USA,0.1
USA,2753,0.1
2753,USA,0.1
USA,2754,0.1
2754,USA,0.1
USA,2755,0.1
2755,USA,0.1
USA,2756,0.1
2756,USA,0.1
USA,2757,0.1
2757,USA,0.1
USA,2758,0.1
2758,USA,0.1
USA,2759,0.1
2759,USA,0.1
USA,2760,0.1
2760,USA,0.1
USA,2761,0.1
2761,USA,0.1
USA,2762,0.1
2762,USA,0.1
USA,2763,0.1
2763,USA,0.1
USA,2764,0.1
2764,USA,0.1
USA,2765,0.1
2765,USA,0.1
USA,2766,0.1
2766,USA,0.1
USA,2767,0.1
2767,USA,0.1
USA,2768,0.1
2768,USA,0.1
USA,2769,0.1
2769,USA,0.1
USA,2770,0.1
2770,USA,0.1
USA,2771,0.1
2771,USA,0.1
USA,2772,0.1
2772,USA,0.1
USA,2773,0.1
2773,USA,0.1
USA,2774,0.1
2774,USA,0.1
USA,2775,0.1
2775,USA,0.1
USA,2776,0.1
2776,USA,0.1
USA,2777,0.1
2777,USA,0.1
USA,2778,0.1
2778,USA,0.1
USA,2779,0.1
2779,USA,0.1
USA,2780,0.1
2780,USA,0.1
USA,2781,0.1
2781,USA,0.1
USA,2782,0.1
2782,USA,0.1
USA,2783,0.1
2783,USA,0.1
USA,2784,0.1
2784,USA,0.1
USA,2785,0.1
2785,USA,0.1
USA,2786,0.1
2786,USA,0.1
USA,2787,0.1
2787,USA,0.1
USA,2788,0.1
2788,USA,0.1
USA,2789,0.1
2789,USA,0.1
USA,2790,0.1
2790,USA,0.1
USA,2791,0.1
2791,USA,0.1
USA,2792,0.1
2792,USA,0.1
USA,2793,0.1
2793,USA,0.1
USA,2794,0.1
2794,USA,0.1
USA,2795,0.1
2795,USA,0.1
USA,2796,0.1
2796,USA,0.1
USA,2797,0.1
2797,USA,0.1
USA,2798,0.1
2798,USA,0.1
USA,2799,0.1
2799,USA,0.1
USA,2800,0.1
2800,USA,0.1
USA,2801,0.1
2801,USA,0.1
USA,2802,0.1
2802,USA,0.1
USA,2803,0.1
2803,USA,0.1
USA,2804,0.1
2804,USA,0.1
USA,2805,0.1
2805,USA,0.1
USA,2806,0.1
2806,USA,0.1
USA,2807,0.1
2807,USA,0.1
USA,2808,0.1
2808,USA,0.1
USA,2809,0.1
2809,USA,0.1
USA,2810,0.1
2810,USA,0.1
USA,2811,0.1
2811,USA,0.1
USA,2812,0.1
2812,USA,0.1
USA,2813,0.1
2813,USA,0.1
USA,2814,0.1
2814,USA,0.1
USA,2815,0.1
2815,USA,0.1
USA,2816,0.1
2816,USA,0.1
USA,2817,0.1
2817,USA,0.1
USA,2818,0.1
2818,USA,0.1
USA,2819,0.1
2819,USA,0.1
USA,2820,0.1
2820,USA,0.1
USA,2821,0.1
2821,USA,0.1
USA,2822,0.1
2822,USA,0.1
USA,2823,0.1
2823,USA,0.1
USA,2824,0.1
2824,USA,0.1
USA,2825,0.1
2825,USA,0.1
USA,2826,0.1
2826,USA,0.1
USA,2827,0.1
2827,USA,0.1
USA,2828,0.1
2828,USA,0.1
USA,2829,0.1
2829,USA,0.1
USA,2830,0.1
2830,USA,0.1
USA,2831,0.1
2831,USA,0.1
USA,2832,0.1
2832,USA,0.1
USA,2833,0.1
2833,USA,0.1
USA,2834,0.1
2834,USA,0.1
USA,2835,0.1
2835,USA,0.1
USA,2836,0.1
2836,USA,0.1
USA,2837,0.1
2837,USA,0.1
USA,2838,0.1
2838,USA,0.1
USA,2839,0.1
2839,USA,0.1
USA,2840,0.1
2840,USA,0.1
USA,2841,0.1
2841,USA,0.1
USA,2842,0.1
2842,USA,0.1
USA,2843,0.1
2843,USA,0.1
USA,2844,0.1
2844,USA,0.1
USA,2845,0.1
2845,USA,0.1
USA,2846,0.1
2846,USA,0.1
USA,2847,0.1
2847,USA,0.1
USA,2848,0.1
2848,USA,0.1
USA,2849,0.1
2849,USA,0.1
USA,2850,0.1
2850,USA,0.1
USA,2851,0.1
2851,USA,0.1
USA,2852,0.1
2852,USA,0.1
USA,2853,0.1
2853,USA,0.1
USA,2854,0.1
2854,USA,0.1
USA,2855,0.1
2855,USA,0.1
USA,2856,0.1
2856,USA,0.1
USA,2857,0.1
2857,USA,0.1
USA,2858,0.1
2858,USA,0.1
USA,2859,0.1
2859,USA,0.1
USA,2860,0.1
2860,USA,0.1
USA,2861,0.1
2861,USA,0.1
USA,2862,0.1
2862,USA,0.1
USA,2863,0.1
2863,USA,0.1
USA,2864,0.1
2864,USA,0.1
USA,2865,0.1
2865,USA,0.1
USA,2866,0.1
2866,USA,0.1
USA,2867,0.1
2867,USA,0.1
USA,2868,0.1
2868,USA,0.1
USA,2869,0.1
2869,USA,0.1
USA,2870,0.1
2870,USA,0.1
USA,2871,0.1
2871,USA,0.1
USA,2872,0.1
2872,USA,0.1
USA,2873,0.1
2873,USA,0.1
USA,2874,0.1
2874,USA,0.1
USA,2875,0.1
2875,USA,0.1
USA,2876,0.1
2876,USA,0.1
USA,2877,0.1
2877,USA,0.1
USA,2878,0.1
2878,USA,0.1
USA,2879,0.1
2879,USA,0.1
USA,2880,0.1
2880,USA,0.1
USA,2881,0.1
2881,USA,0.1
USA,2882,0.1
2882,USA,0.1
USA,2883,0.1
2883,USA,0.1
USA,2884,0.1
2884,USA,0.1
USA,2885,0.1
2885,USA,0.1
USA,2886,0.1
2886,USA,0.1
USA,2887,0.1
2887,USA,0.1
USA,2888,0.1
2888,USA,0.1
USA,2889,0.1
2889,USA,0.1
USA,2890,0.1
2890,USA,0.1
USA,2891,0.1
2891,USA,0.1
USA,2892,0.1
2892,USA,0.1
USA,2893,0.1
2893,USA,0.1
USA,2894,0.1
2894,USA,0.1
USA,2895,0.1
2895,USA,0.1
USA,2896,0.1
2896,USA,0.1
USA,2897,0.1
2897,USA,0.1
USA,2898,0.1
2898,USA,0.1
USA,2899,0.1
2899,USA,0.1
USA,2900,0.1
2900,USA,0.1
USA,2901,0.1
2901,USA,0.1
USA,2902,0.1
2902,USA,0.1
USA,2903,0.1
2903,USA,0.1
USA,2904,0.1
2904,USA,0.1
USA,2905,0.1
2905,USA,0.1
USA,2906,0.1
2906,USA,0.1
USA,2907,0.1
2907,USA,0.1
USA,2908,0.1
2908,USA,0.1
USA,2909,0.1
2909,USA,0.1
USA,2910,0.1
2910,USA,0.1
USA,2911,0.1
2911,USA,0.1
USA,2912,0.1
2912,USA,0.1
USA,2913,0.1
2913,USA,0.1
USA,2914,0.1
2914,USA,0.1
USA,2915,0.1
2915,USA,0.1
USA,2916,0.1
2916,USA,0.1
USA,2917,0.1
2917,USA,0.1
USA,2918,0.1
2918,USA,0.1
USA,2919,0.1
2919,USA,0.1
USA,2920,0.1
2920,USA,0.1
USA,2921,0.1
2921,USA,0.1
USA,2922,0.1
2922,USA,0.1
USA,2923,0.1
2923,USA,0.1
USA,2924,0.1
2924,USA,0.1
USA,2925,0.1
2925,USA,0.1
USA,2926,0.1
2926,USA,0.1
USA,2927,0.1
2927,USA,0.1
USA,2928,0.1
2928,USA,0.1
USA,2929,0.1
2929,USA,0.1
USA,2930,0.1
2930,USA,0.1
USA,2931,0.1
2931,USA,0.1
USA,2932,0.1
2932,USA,0.1
USA,2933,0.1
2933,USA,0.1
USA,2934,0.1
2934,USA,0.1
USA,2935,0.1
2935,USA,0.1
USA,2936,0.1
2936,USA,0.1
USA,2937,0.1
2937,USA,0.1
USA,2938,0.1
2938,USA,0.1
USA,2939,0.1
2939,USA,0.1
USA,2940,0.1
2940,USA,0.1
USA,2941,0.1
2941,USA,0.1
USA,2942,0.1
2942,USA,0.1
USA,2943,0.1
2943,USA,0.1
USA,2944,0.1
2944,USA,0.1
USA,2945,0.1
2945,USA,0.1
USA,2946,0.1
2946,USA,0.1
USA,2947,0.1
2947,USA,0.1
USA,2948,0.1
2948,USA,0.1
USA,2949,0.1
2949,USA,0.1
USA,2950,0.1
2950,USA,0.1
USA,2951,0.1
2951,USA,0.1
USA,2952,0.1
2952,USA,0.1
USA,2953,0.1
2953,USA,0.1
USA,2954,0.1
2954,USA,0.1
USA,2955,0.1
2955,USA,0.1
USA,2956,0.1
2956,USA,0.1
USA,2957,0.1
2957,USA,0.1
USA,2958,0.1
2958,USA,0.1
USA,2959,0.1
2959,USA,0.1
USA,2960,0.1
2960,USA,0.1
USA,2961,0.1
2961,USA,0.1
USA,2962,0.1
2962,USA,0.1
USA,2963,0.1
2963,USA,0.1
USA,2964,0.1
2964,USA,0.1
USA,2965,0.1
2965,USA,0.1
USA,2966,0.1
2966,USA,0.1
USA,2967,0.1
2967,USA,0.1
USA,2968,0.1
2968,USA,0.1
USA,2969,0.1
2969,USA,0.1
USA,2970,0.1
2970,USA,0.1
USA,2971,0.1
2971,USA,0.1
USA,2972,0.1
2972,USA,0.1
USA,2973,0.1
2973,USA,0.1
USA,2974,0.1
2974,USA,0.1
USA,2975,0.1
2975,USA,0.1
USA,2976,0.1
2976,USA,0.1
USA,2977,0.1
2977,USA,0.1
USA,2978,0.1
2978,USA,0.1
USA,2979,0.1
2979,USA,0.1
USA,2980,0.1
2980,USA,0.1
USA,2981,0.1
2981,USA,0.1
USA,2982,0.1
2982,USA,0.1
USA,2983,0.1
2983,USA,0.1
USA,2984,0.1
2984,USA,0.1
USA,2985,0.1
2985,USA,0.1
USA,2986,0.1
2986,USA,0.1
USA,2987,0.1
2987,USA,0.1
USA,2988,0.1
2988,USA,0.1
USA,2989,0.1
2989,USA,0.1
USA,2990,0.1
2990,USA,0.1
USA,2991,0.1
2991,USA,0.1
USA,2992,0.1
2992,USA,0.1
USA,2993,0.1
2993,USA,0.1
USA,2994,0.1
2994,USA,0.1
USA,2995,0.1
2995,USA,0.1
USA,2996,0.1
2996,USA,0.1
USA,2997,0.1
2997,USA,0.1
USA,2998,0.1
2998,USA,0.1
USA,2999,0.1
2999,USA,0.1
USA,3000,0.1
3000,USA,0.1
CAN,1950,1.557
1950,CAN,1.557
CAN,1951,1.557
1951,CAN,1.557
CAN,1952,1.557
1952,CAN,1.557
CAN,1953,1.557
1953,CAN,1.557
CAN,1954,1.557
1954,CAN,1.557
CAN,1955,1.557
1955,CAN,1.557
CAN,1956,1.557
1956,CAN,1.557
CAN,1957,1.557
1957,CAN,1.557
CAN,1958,1.557
1958,CAN,1.557
CAN,1959,1.557
1959,CAN,1.557
CAN,1960,-0.399
1960,CAN,-0.399
CAN,1961,-0.399
1961,CAN,-0.399
CAN,1962,-0.399
1962,CAN,-0.399
CAN,1963,-0.399
1963,CAN,-0.399
CAN,1964,-0.399
1964,CAN,-0.399
CAN,1965,-0.399
1965,CAN,-0.399
CAN,1966,-0.399
1966,CAN,-0.399
CAN,1967,-0.399
1967,CAN,-0.399
CAN,1968,-0.399
1968,CAN,-0.399
CAN,1969,-0.399
1969,CAN,-0.399
CAN,1970,0.818
1970,CAN,0.818
CAN,1971,0.818
1971,CAN,0.818
CAN,1972,0.818
1972,CAN,0.818
CAN,1973,0.818
1973,CAN,0.818
CAN,1974,0.818
1974,CAN,0.818
CAN,1975,0.818
1975,CAN,0.818
CAN,1976,0.818
1976,CAN,0.818
CAN,1977,0.818
1977,CAN,0.818
CAN,1978,0.818
1978,CAN,0.818
CAN,1979,0.818
1979,CAN,0.818
CAN,1980,2.945
1980,CAN,2.945
CAN,1981,2.945
1981,CAN,2.945
CAN,1982,2.945
1982,CAN,2.945
CAN,1983,2.945
1983,CAN,2.945
CAN,1984,2.945
1984,CAN,2.945
CAN,1985,2.945
1985,CAN,2.945
CAN,1986,2.945
1986,CAN,2.945
CAN,1987,2.945
1987,CAN,2.945
CAN,1988,2.945
1988,CAN,2.945
CAN,1989,2.945
1989,CAN,2.945
CAN,1990,0.128
1990,CAN,0.128
CAN,1991,0.128
1991,CAN,0.128
CAN,1992,0.128
1992,CAN,0.128
CAN,1993,0.128
1993,CAN,0.128
CAN,1994,0.128
1994,CAN,0.128
CAN,1995,0.182
1995,CAN,0.182
CAN,1996,0.237
1996,CAN,0.237
CAN,1997,0.291
1997,CAN,0.291
CAN,1998,0.346
1998,CAN,0.346
CAN,1999,0.4
1999,CAN,0.4
CAN,2000,0.455
2000,CAN,0.455
CAN,2001,0.509
2001,CAN,0.509
CAN,2002,0.564
2002,CAN,0.564
CAN,2003,0.618
2003,CAN,0.618
CAN,2004,0.673
2004,CAN,0.673
CAN,2005,0.727
2005,CAN,0.727
CAN,2006,0.782
2006,CAN,0.782
CAN,2007,0.836
2007,CAN,0.836
CAN,2008,0.891
2008,CAN,0.891
CAN,2009,0.945
2009,CAN,0.945
CAN,2010,1
2010,CAN,1
CAN,2011,0.935
2011,CAN,0.935
CAN,2012,0.87
2012,CAN,0.87
CAN,2013,0.805
2013,CAN,0.805
CAN,2014,0.74
2014,CAN,0.74
CAN,2015,0.675
2015,CAN,0.675
CAN,2016,0.61
2016,CAN,0.61
CAN,2017,0.545
2017,CAN,0.545
CAN,2018,0.48
2018,CAN,0.48
CAN,2019,0.415
2019,CAN,0.415
CAN,2020,0.35
2020,CAN,0.35
CAN,2021,0.285
2021,CAN,0.285
CAN,2022,0.22
2022,CAN,0.22
CAN,2023,0.155
2023,CAN,0.155
CAN,2024,0.09
2024,CAN,0.09
CAN,2025,0.025
2025,CAN,0.025
CAN,2026,0.02
2026,CAN,0.02
CAN,2027,0.015
2027,CAN,0.015
CAN,2028,0.01
2028,CAN,0.01
CAN,2029,0.005
2029,CAN,0.005
CAN,2030,0
2030,CAN,0
CAN,2031,0
2031,CAN,0
CAN,2032,0
2032,CAN,0
CAN,2033,0
2033,CAN,0
CAN,2034,0
2034,CAN,0
CAN,2035,0
2035,CAN,0
CAN,2036,0
2036,CAN,0
CAN,2037,0
2037,CAN,0
CAN,2038,0
2038,CAN,0
CAN,2039,0
2039,CAN,0
CAN,2040,0
2040,CAN,0
CAN,2041,0
2041,CAN,0
CAN,2042,0
2042,CAN,0
CAN,2043,0
2043,CAN,0
CAN,2044,0
2044,CAN,0
CAN,2045,0
2045,CAN,0
CAN,2046,0
2046,CAN,0
CAN,2047,0
2047,CAN,0
CAN,2048,0
2048,CAN,0
CAN,2049,0
2049,CAN,0
CAN,2050,0
2050,CAN,0
CAN,2051,0.004
2051,CAN,0.004
CAN,2052,0.008
2052,CAN,0.008
CAN,2053,0.012
2053,CAN,0.012
CAN,2054,0.016
2054,CAN,0.016
CAN,2055,0.02
2055,CAN,0.02
CAN,2056,0.024
2056,CAN,0.024
CAN,2057,0.028
2057,CAN,0.028
CAN,2058,0.032
2058,CAN,0.032
CAN,2059,0.036
2059,CAN,0.036
CAN,2060,0.04
2060,CAN,0.04
CAN,2061,0.044
2061,CAN,0.044
CAN,2062,0.048
2062,CAN,0.048
CAN,2063,0.052
2063,CAN,0.052
CAN,2064,0.056
2064,CAN,0.056
CAN,2065,0.06
2065,CAN,0.06
CAN,2066,0.064
2066,CAN,0.064
CAN,2067,0.068
2067,CAN,0.068
CAN,2068,0.072
2068,CAN,0.072
CAN,2069,0.076
2069,CAN,0.076
CAN,2070,0.08
2070,CAN,0.08
CAN,2071,0.084
2071,CAN,0.084
CAN,2072,0.088
2072,CAN,0.088
CAN,2073,0.092
2073,CAN,0.092
CAN,2074,0.096
2074,CAN,0.096
CAN,2075,0.1
2075,CAN,0.1
CAN,2076,0.104
2076,CAN,0.104
CAN,2077,0.108
2077,CAN,0.108
CAN,2078,0.112
2078,CAN,0.112
CAN,2079,0.116
2079,CAN,0.116
CAN,2080,0.12
2080,CAN,0.12
CAN,2081,0.124
2081,CAN,0.124
CAN,2082,0.128
2082,CAN,0.128
CAN,2083,0.132
2083,CAN,0.132
CAN,2084,0.136
2084,CAN,0.136
CAN,2085,0.14
2085,CAN,0.14
CAN,2086,0.144
2086,CAN,0.144
CAN,2087,0.148
2087,CAN,0.148
CAN,2088,0.152
2088,CAN,0.152
CAN,2089,0.156
2089,CAN,0.156
CAN,2090,0.16
2090,CAN,0.16
CAN,2091,0.164
2091,CAN,0.164
CAN,2092,0.168
2092,CAN,0.168
CAN,2093,0.172
2093,CAN,0.172
CAN,2094,0.176
2094,CAN,0.176
CAN,2095,0.18
2095,CAN,0.18
CAN,2096,0.184
2096,CAN,0.184
CAN,2097,0.188
2097,CAN,0.188
CAN,2098,0.192
2098,CAN,0.192
CAN,2099,0.196
2099,CAN,0.196
CAN,2100,0.2
2100,CAN,0.2
CAN,2101,0.238
2101,CAN,0.238
CAN,2102,0.276
2102,CAN,0.276
CAN,2103,0.314
2103,CAN,0.314
CAN,2104,0.352
2104,CAN,0.352
CAN,2105,0.39
2105,CAN,0.39
CAN,2106,0.428
2106,CAN,0.428
CAN,2107,0.466
2107,CAN,0.466
CAN,2108,0.504
2108,CAN,0.504
CAN,2109,0.542
2109,CAN,0.542
CAN,2110,0.58
2110,CAN,0.58
CAN,2111,0.618
2111,CAN,0.618
CAN,2112,0.656
2112,CAN,0.656
CAN,2113,0.694
2113,CAN,0.694
CAN,2114,0.732
2114,CAN,0.732
CAN,2115,0.77
2115,CAN,0.77
CAN,2116,0.808
2116,CAN,0.808
CAN,2117,0.846
2117,CAN,0.846
CAN,2118,0.884
2118,CAN,0.884
CAN,2119,0.922
2119,CAN,0.922
CAN,2120,0.96
2120,CAN,0.96
CAN,2121,0.998
2121,CAN,0.998
CAN,2122,1.036
2122,CAN,1.036
CAN,2123,1.074
2123,CAN,1.074
CAN,2124,1.112
2124,CAN,1.112
CAN,2125,1.15
2125,CAN,1.15
CAN,2126,1.188
2126,CAN,1.188
CAN,2127,1.226
2127,CAN,1.226
CAN,2128,1.264
2128,CAN,1.264
CAN,2129,1.302
2129,CAN,1.302
CAN,2130,1.34
2130,CAN,1.34
CAN,2131,1.378
2131,CAN,1.378
CAN,2132,1.416
2132,CAN,1.416
CAN,2133,1.454
2133,CAN,1.454
CAN,2134,1.492
2134,CAN,1.492
CAN,2135,1.53
2135,CAN,1.53
CAN,2136,1.568
2136,CAN,1.568
CAN,2137,1.606
2137,CAN,1.606
CAN,2138,1.644
2138,CAN,1.644
CAN,2139,1.682
2139,CAN,1.682
CAN,2140,1.72
2140,CAN,1.72
CAN,2141,1.758
2141,CAN,1.758
CAN,2142,1.796
2142,CAN,1.796
CAN,2143,1.834
2143,CAN,1.834
CAN,2144,1.872
2144,CAN,1.872
CAN,2145,1.91
2145,CAN,1.91
CAN,2146,1.948
2146,CAN,1.948
CAN,2147,1.986
2147,CAN,1.986
CAN,2148,2.024
2148,CAN,2.024
CAN,2149,2.062
2149,CAN,2.062
CAN,2150,2.1
2150,CAN,2.1
CAN,2151,2.138
2151,CAN,2.138
CAN,2152,2.176
2152,CAN,2.176
CAN,2153,2.214
2153,CAN,2.214
CAN,2154,2.252
2154,CAN,2.252
CAN,2155,2.29
2155,CAN,2.29
CAN,2156,2.328
2156,CAN,2.328
CAN,2157,2.366
2157,CAN,2.366
CAN,2158,2.404
2158,CAN,2.404
CAN,2159,2.442
2159,CAN,2.442
CAN,2160,2.48
2160,CAN,2.48
CAN,2161,2.518
2161,CAN,2.518
CAN,2162,2.556
2162,CAN,2.556
CAN,2163,2.594
2163,CAN,2.594
CAN,2164,2.632
2164,CAN,2.632
CAN,2165,2.67
2165,CAN,2.67
CAN,2166,2.708
2166,CAN,2.708
CAN,2167,2.746
2167,CAN,2.746
CAN,2168,2.784
2168,CAN,2.784
CAN,2169,2.822
2169,CAN,2.822
CAN,2170,2.86
2170,CAN,2.86
CAN,2171,2.898
2171,CAN,2.898
CAN,2172,2.936
2172,CAN,2.936
CAN,2173,2.974
2173,CAN,2.974
CAN,2174,3.012
2174,CAN,3.012
CAN,2175,3.05
2175,CAN,3.05
CAN,2176,3.088
2176,CAN,3.088
CAN,2177,3.126
2177,CAN,3.126
CAN,2178,3.164
2178,CAN,3.164
CAN,2179,3.202
2179,CAN,3.202
CAN,2180,3.24
2180,CAN,3.24
CAN,2181,3.278
2181,CAN,3.278
CAN,2182,3.316
2182,CAN,3.316
CAN,2183,3.354
2183,CAN,3.354
CAN,2184,3.392
2184,CAN,3.392
CAN,2185,3.43
2185,CAN,3.43
CAN,2186,3.468
2186,CAN,3.468
CAN,2187,3.506
2187,CAN,3.506
CAN,2188,3.544
2188,CAN,3.544
CAN,2189,3.582
2189,CAN,3.582
CAN,2190,3.62
2190,CAN,3.62
CAN,2191,3.658
2191,CAN,3.658
CAN,2192,3.696
2192,CAN,3.696
CAN,2193,3.734
2193,CAN,3.734
CAN,2194,3.772
2194,CAN,3.772
CAN,2195,3.81
2195,CAN,3.81
CAN,2196,3.848
2196,CAN,3.848
CAN,2197,3.886
2197,CAN,3.886
CAN,2198,3.924
2198,CAN,3.924
CAN,2199,3.962
2199,CAN,3.962
CAN,2200,4
2200,CAN,4
CAN,2201,3.96
2201,CAN,3.96
CAN,2202,3.92
2202,CAN,3.92
CAN,2203,3.88
2203,CAN,3.88
CAN,2204,3.84
2204,CAN,3.84
CAN,2205,3.8
2205,CAN,3.8
CAN,2206,3.76
2206,CAN,3.76
CAN,2207,3.72
2207,CAN,3.72
CAN,2208,3.68
2208,CAN,3.68
CAN,2209,3.64
2209,CAN,3.64
CAN,2210,3.6
2210,CAN,3.6
CAN,2211,3.56
2211,CAN,3.56
CAN,2212,3.52
2212,CAN,3.52
CAN,2213,3.48
2213,CAN,3.48
CAN,2214,3.44
2214,CAN,3.44
CAN,2215,3.4
2215,CAN,3.4
CAN,2216,3.36
2216,CAN,3.36
CAN,2217,3.32
2217,CAN,3.32
CAN,2218,3.28
2218,CAN,3.28
CAN,2219,3.24
2219,CAN,3.24
CAN,2220,3.2
2220,CAN,3.2
CAN,2221,3.16
2221,CAN,3.16
CAN,2222,3.12
2222,CAN,3.12
CAN,2223,3.08
2223,CAN,3.08
CAN,2224,3.04
2224,CAN,3.04
CAN,2225,3
2225,CAN,3
CAN,2226,2.96
2226,CAN,2.96
CAN,2227,2.92
2227,CAN,2.92
CAN,2228,2.88
2228,CAN,2.88
CAN,2229,2.84
2229,CAN,2.84
CAN,2230,2.8
2230,CAN,2.8
CAN,2231,2.76
2231,CAN,2.76
CAN,2232,2.72
2232,CAN,2.72
CAN,2233,2.68
2233,CAN,2.68
CAN,2234,2.64
2234,CAN,2.64
CAN,2235,2.6
2235,CAN,2.6
CAN,2236,2.56
2236,CAN,2.56
CAN,2237,2.52
2237,CAN,2.52
CAN,2238,2.48
2238,CAN,2.48
CAN,2239,2.44
2239,CAN,2.44
CAN,2240,2.4
2240,CAN,2.4
CAN,2241,2.36
2241,CAN,2.36
CAN,2242,2.32
2242,CAN,2.32
CAN,2243,2.28
2243,CAN,2.28
CAN,2244,2.24
2244,CAN,2.24
CAN,2245,2.2
2245,CAN,2.2
CAN,2246,2.16
2246,CAN,2.16
CAN,2247,2.12
2247,CAN,2.12
CAN,2248,2.08
2248,CAN,2.08
CAN,2249,2.04
2249,CAN,2.04
CAN,2250,2
2250,CAN,2
CAN,2251,1.96
2251,CAN,1.96
CAN,2252,1.92
2252,CAN,1.92
CAN,2253,1.88
2253,CAN,1.88
CAN,2254,1.84
2254,CAN,1.84
CAN,2255,1.8
2255,CAN,1.8
CAN,2256,1.76
2256,CAN,1.76
CAN,2257,1.72
2257,CAN,1.72
CAN,2258,1.68
2258,CAN,1.68
CAN,2259,1.64
2259,CAN,1.64
CAN,2260,1.6
2260,CAN,1.6
CAN,2261,1.56
2261,CAN,1.56
CAN,2262,1.52
2262,CAN,1.52
CAN,2263,1.48
2263,CAN,1.48
CAN,2264,1.44
2264,CAN,1.44
CAN,2265,1.4
2265,CAN,1.4
CAN,2266,1.36
2266,CAN,1.36
CAN,2267,1.32
2267,CAN,1.32
CAN,2268,1.28
2268,CAN,1.28
CAN,2269,1.24
2269,CAN,1.24
CAN,2270,1.2
2270,CAN,1.2
CAN,2271,1.16
2271,CAN,1.16
CAN,2272,1.12
2272,CAN,1.12
CAN,2273,1.08
